Survived,Age,SibSp,Parch,Fare,Sex_0,Embarked_0,Embarked_1,Pclass_1,Pclass_2
0.0,39.0,0.0,5.0,30.421444,0.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,31.275,0.0,0.0,0.0,0.0,0.0
0.0,39.004658,1.0,5.0,30.93079,0.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,31.275,1.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,31.275,0.0,0.0,0.0,0.0,0.0
0.0,39.938732,1.0,4.0,29.32905,1.0,0.0,0.0,0.0,0.0
0.0,39.580353,1.0,4.0,30.173227,0.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,31.275,0.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,31.275,1.0,0.0,0.0,0.0,0.0
0.0,39.0,1.0,5.0,30.22907,0.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.085605,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.1501784,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.140462,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.147209,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.073979,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.1549397,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.1938853,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.181432,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.2024045,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.0961866,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,35.0,0.0,0.0,7.136998,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,7.116292,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,7.06469,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,7.071714,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,0.0,7.4969153,1.0,0.0,0.0,0.0,0.0
0.0,34.0,0.0,0.0,13.184841,1.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,0.0,13.14397,1.0,0.0,0.0,0.0,0.0
0.0,34.616932,1.0,1.0,14.5141535,1.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,0.0,14.089463,1.0,0.0,0.0,0.0,0.0
0.0,34.0,0.0,1.0,14.0715065,1.0,0.0,0.0,0.0,1.0
0.0,34.878876,1.0,0.0,15.063207,1.0,0.0,0.0,0.0,0.0
0.0,34.24633,1.0,1.0,14.823366,1.0,0.0,0.0,0.0,0.0
0.0,34.0,0.0,1.0,13.496345,1.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,0.0,14.051775,1.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,1.0,13.415191,1.0,0.0,0.0,0.0,0.0
0.0,25.812729,1.0,0.0,16.739985,0.0,0.0,0.0,0.0,0.0
0.0,26.0,1.0,0.0,15.648785,0.0,1.0,0.0,0.0,0.0
0.0,25.5677,1.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0
0.0,26.0,1.0,0.0,15.948592,0.0,1.0,0.0,0.0,0.0
0.0,26.0,1.0,0.0,15.087775,1.0,1.0,0.0,0.0,0.0
0.0,25.63814,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,25.1138,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,26.0,1.0,0.0,14.9028,1.0,1.0,0.0,0.0,0.0
0.0,26.0,1.0,0.0,14.547293,1.0,1.0,0.0,0.0,0.0
0.0,25.72601,1.0,0.0,17.287754,1.0,0.0,0.0,0.0,0.0
0.0,27.188375,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,24.274984,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,27.283197,0.0,0.0,9.884947,1.0,0.0,0.0,0.0,1.0
0.0,24.856653,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,25.33285,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,27.275831,0.0,0.0,9.9314995,1.0,0.0,0.0,0.0,0.0
0.0,27.12022,0.0,0.0,10.308651,1.0,0.0,0.0,0.0,1.0
0.0,25.224941,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,24.031553,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,27.03572,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,27.128628,1.0,0.0,15.155223,1.0,0.0,0.0,0.0,0.0
0.0,26.107204,1.0,0.0,14.4542,1.0,1.0,0.0,0.0,0.0
0.0,27.641342,1.0,0.0,14.451463,1.0,0.0,0.0,0.0,0.0
0.0,26.15528,1.0,0.0,14.4542,1.0,1.0,0.0,0.0,0.0
0.0,26.226965,1.0,0.0,14.4542,1.0,1.0,0.0,0.0,0.0
0.0,27.046597,1.0,0.0,14.42728,0.0,0.0,0.0,0.0,0.0
0.0,27.046602,1.0,0.0,14.451441,1.0,1.0,0.0,0.0,0.0
0.0,26.863028,1.0,0.0,14.4542,1.0,1.0,0.0,0.0,0.0
0.0,26.76157,1.0,0.0,14.4542,1.0,1.0,0.0,0.0,0.0
0.0,27.635427,1.0,0.0,14.863854,1.0,1.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.886219,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.8303847,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.8697963,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.8481135,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.8317156,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.870348,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.86964,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.80255,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.849346,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,7.8744364,1.0,0.0,0.0,0.0,0.0
0.0,21.889324,0.0,0.0,15.126622,1.0,0.0,0.0,0.0,0.0
0.0,20.666935,0.0,0.0,14.882624,1.0,0.0,0.0,0.0,0.0
0.0,22.6995,0.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,19.40116,0.0,0.0,15.492652,1.0,0.0,0.0,0.0,0.0
0.0,19.691313,0.0,0.0,15.442319,1.0,0.0,0.0,0.0,0.0
0.0,21.39524,0.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,21.131565,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,20.140217,0.0,0.0,14.663828,1.0,0.0,0.0,0.0,0.0
0.0,19.169832,0.0,0.0,15.906643,1.0,0.0,0.0,0.0,0.0
0.0,21.948275,0.0,0.0,15.105389,1.0,0.0,0.0,0.0,1.0
0.0,60.365486,0.0,0.0,30.19541,1.0,1.0,0.0,1.0,0.0
0.0,61.0,0.0,0.0,33.115906,1.0,0.0,0.0,1.0,0.0
0.0,57.21997,0.0,0.0,31.620722,1.0,0.0,0.0,1.0,0.0
0.0,61.0,0.0,0.0,32.970848,1.0,0.0,0.0,1.0,0.0
0.0,61.0,0.0,0.0,33.170727,1.0,0.0,0.0,1.0,0.0
0.0,60.259933,0.0,0.0,31.470259,1.0,1.0,0.0,1.0,0.0
0.0,60.919308,0.0,0.0,31.68374,1.0,1.0,0.0,1.0,0.0
0.0,61.0,0.0,0.0,32.93914,1.0,0.0,0.0,1.0,0.0
0.0,61.0,0.0,0.0,33.33502,1.0,0.0,0.0,1.0,0.0
0.0,58.585236,0.0,0.0,30.23219,1.0,0.0,0.0,1.0,0.0
0.0,58.779263,0.0,0.0,12.512848,1.0,0.0,1.0,0.0,1.0
0.0,57.0,0.0,0.0,12.179501,0.0,0.0,0.0,0.0,1.0
0.0,54.716305,0.0,0.0,12.686444,1.0,0.0,0.0,0.0,1.0
0.0,57.0,0.0,0.0,11.750945,1.0,0.0,0.0,0.0,1.0
0.0,57.0,0.0,0.0,11.122608,0.0,0.0,1.0,0.0,1.0
0.0,56.394264,0.0,0.0,13.596357,1.0,0.0,0.0,0.0,1.0
0.0,56.32397,0.0,0.0,12.926383,1.0,0.0,0.0,0.0,1.0
0.0,57.0,0.0,0.0,11.466463,0.0,0.0,0.0,0.0,1.0
0.0,57.0,0.0,0.0,12.18426,0.0,0.0,1.0,0.0,1.0
0.0,57.241875,0.0,0.0,13.2960415,1.0,0.0,0.0,0.0,1.0
0.0,26.0,0.0,0.0,7.893667,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8358865,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.840863,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8612237,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,26.0,0.0,0.0,7.892563,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.7338386,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.7319202,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.729954,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.731507,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.729865,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.729794,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.725401,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.729637,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.7317624,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.736454,1.0,0.0,1.0,0.0,0.0
0.0,51.0,0.0,0.0,7.5532837,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.6666026,1.0,0.0,0.0,0.0,0.0
0.0,50.400036,0.0,0.0,7.351695,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.53778,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.2302346,1.0,0.0,0.0,0.0,0.0
0.0,50.752388,0.0,0.0,7.9353957,1.0,0.0,0.0,0.0,0.0
0.0,50.95582,0.0,0.0,7.79754,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.2257676,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.355133,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.3225865,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,8.817227,3.0,1.0,28.092384,1.0,0.0,1.0,0.0,0.0
0.0,9.806396,3.0,2.0,27.9,0.0,0.0,0.0,0.0,0.0
0.0,7.0168324,4.0,1.0,28.208776,1.0,0.0,1.0,0.0,0.0
0.0,9.768117,3.0,2.0,27.9,0.0,0.0,0.0,0.0,0.0
0.0,9.799087,3.0,2.0,27.9,0.0,0.0,0.0,0.0,0.0
0.0,7.122004,4.0,2.0,28.991133,0.0,0.0,0.0,0.0,0.0
0.0,8.187063,4.0,1.0,28.711584,1.0,0.0,1.0,0.0,0.0
0.0,9.921121,3.0,2.0,27.9,1.0,0.0,0.0,0.0,0.0
0.0,9.4900675,3.0,2.0,27.9,0.0,0.0,0.0,0.0,0.0
0.0,8.463645,3.0,2.0,28.000845,0.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.9148803,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.992602,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,8.27522,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,8.105561,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,7.9228644,1.0,0.0,0.0,0.0,0.0
0.0,30.63024,0.0,1.0,26.378395,1.0,0.0,0.0,0.0,1.0
0.0,30.269644,1.0,0.0,26.113728,1.0,0.0,0.0,1.0,0.0
0.0,29.740742,0.0,1.0,26.182507,1.0,0.0,0.0,1.0,1.0
0.0,30.94572,0.0,0.0,26.117897,1.0,0.0,0.0,0.0,0.0
0.0,30.940897,0.0,0.0,26.013937,1.0,0.0,0.0,0.0,0.0
0.0,30.570427,0.0,1.0,25.93976,1.0,0.0,0.0,0.0,1.0
0.0,30.008331,0.0,1.0,25.962637,1.0,0.0,0.0,0.0,1.0
0.0,29.890158,0.0,1.0,26.232693,1.0,0.0,0.0,1.0,1.0
0.0,30.936623,0.0,0.0,26.135572,1.0,0.0,0.0,0.0,0.0
0.0,30.53973,0.0,0.0,26.392925,1.0,0.0,0.0,1.0,1.0
0.0,41.258034,1.0,6.0,40.942684,0.0,0.0,0.0,0.0,0.0
0.0,39.384083,0.0,1.0,39.757225,0.0,0.0,0.0,1.0,0.0
0.0,44.606174,0.0,1.0,38.699932,0.0,0.0,0.0,1.0,0.0
0.0,37.418785,0.0,1.0,40.008816,1.0,1.0,0.0,1.0,0.0
0.0,37.76277,0.0,0.0,39.857178,0.0,1.0,0.0,0.0,0.0
0.0,41.895702,0.0,2.0,35.57269,0.0,0.0,0.0,1.0,0.0
0.0,41.963745,0.0,3.0,37.641087,1.0,0.0,0.0,0.0,0.0
0.0,40.143612,0.0,4.0,39.810295,1.0,1.0,0.0,1.0,0.0
0.0,40.68114,0.0,2.0,39.949093,1.0,1.0,0.0,0.0,0.0
0.0,41.73865,1.0,6.0,43.13129,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,1.0,0.0,15.519874,1.0,0.0,1.0,0.0,0.0
0.0,29.938639,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,1.0,0.0,16.021196,1.0,0.0,1.0,0.0,0.0
0.0,29.909159,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,29.907965,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,1.0,0.0,15.982593,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,1.0,0.0,15.720595,1.0,0.0,1.0,0.0,0.0
0.0,29.97654,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,29.918867,1.0,0.0,16.1,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,1.0,0.0,15.572769,1.0,0.0,1.0,0.0,0.0
0.0,20.0,0.0,0.0,7.9084854,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8542,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8702707,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8542,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8542,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,8.045312,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.9824038,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8542,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.8542,1.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,7.87103,1.0,0.0,0.0,0.0,0.0
0.0,2.0,4.0,1.0,29.056242,0.0,0.0,0.0,0.0,0.0
0.0,3.505062,3.0,2.0,27.9,1.0,0.0,0.0,0.0,0.0
0.0,3.7446086,4.0,2.0,28.453077,0.0,0.0,0.0,0.0,0.0
0.0,2.7217488,3.0,2.0,27.9,1.0,0.0,0.0,0.0,0.0
0.0,2.6895165,3.0,2.0,27.9,0.0,0.0,0.0,0.0,0.0
0.0,3.6739674,4.0,2.0,27.989489,0.0,0.0,1.0,0.0,0.0
0.0,3.1332145,4.0,1.0,28.753439,0.0,0.0,0.0,0.0,0.0
0.0,3.6642585,3.0,2.0,27.9,1.0,0.0,0.0,0.0,0.0
0.0,3.2997808,3.0,2.0,27.9,1.0,0.0,0.0,0.0,0.0
0.0,2.0,4.0,1.0,28.809776,1.0,0.0,1.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8626347,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8593497,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.837804,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.3209934,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.566646,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.460821,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.592801,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.715562,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.412746,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.4158773,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.6697044,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.5520544,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.5233192,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.291558,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.520392,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.148795,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.491674,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.452755,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.084333,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.413745,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.611459,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.471921,1.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,0.0,8.167234,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,0.0,7.671026,0.0,0.0,1.0,0.0,0.0
0.0,18.700441,0.0,0.0,6.75,1.0,0.0,1.0,0.0,0.0
0.0,18.0,0.0,0.0,7.4999485,1.0,0.0,0.0,0.0,0.0
0.0,18.433025,0.0,0.0,6.75,1.0,0.0,1.0,0.0,0.0
0.0,18.360294,0.0,0.0,6.75,1.0,0.0,1.0,0.0,0.0
0.0,18.0,0.0,0.0,7.5336285,0.0,0.0,1.0,0.0,0.0
0.0,18.0,0.0,0.0,7.696492,1.0,0.0,1.0,0.0,0.0
0.0,18.91711,0.0,0.0,6.75,1.0,0.0,1.0,0.0,0.0
0.0,18.609964,0.0,0.0,6.75,0.0,0.0,1.0,0.0,0.0
0.0,18.0,0.0,0.0,7.614019,0.0,0.0,1.0,0.0,0.0
0.0,22.799416,1.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,22.642775,2.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,22.49406,2.0,0.0,76.30907,1.0,0.0,0.0,0.0,1.0
0.0,22.50938,2.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,21.402184,2.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,21.380243,1.0,1.0,74.47895,1.0,0.0,0.0,0.0,1.0
0.0,21.826275,0.0,1.0,74.25684,1.0,0.0,0.0,0.0,1.0
0.0,22.702528,2.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,23.335222,2.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,23.793882,1.0,0.0,73.5,1.0,0.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,33.597134,1.0,1.0,14.940423,1.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,0.0,15.7376795,1.0,0.0,1.0,0.0,0.0
0.0,31.639858,1.0,1.0,15.5,1.0,0.0,1.0,0.0,0.0
0.0,32.0,1.0,0.0,15.825177,0.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,1.0,15.751076,1.0,0.0,0.0,0.0,0.0
0.0,31.308578,1.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0
0.0,30.415213,1.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0
0.0,32.0,1.0,0.0,15.55784,1.0,0.0,1.0,0.0,0.0
0.0,32.0,1.0,1.0,15.803611,0.0,0.0,0.0,0.0,0.0
0.0,32.9311,1.0,1.0,15.342787,1.0,0.0,0.0,0.0,0.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.836485,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.46664,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.054174,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,53.852097,1.0,1.0,110.31611,1.0,1.0,0.0,1.0,0.0
0.0,50.555782,1.0,1.0,111.566696,1.0,1.0,0.0,1.0,0.0
0.0,48.069107,2.0,1.0,110.491104,1.0,1.0,1.0,1.0,0.0
0.0,55.065826,0.0,1.0,112.8848,1.0,1.0,0.0,1.0,0.0
0.0,53.69476,1.0,1.0,112.516785,1.0,1.0,0.0,1.0,0.0
0.0,50.657272,2.0,1.0,106.15276,1.0,1.0,1.0,1.0,0.0
0.0,51.62855,0.0,1.0,95.056335,1.0,0.0,1.0,1.0,0.0
0.0,54.924896,0.0,2.0,111.16297,1.0,1.0,0.0,1.0,0.0
0.0,53.767643,1.0,1.0,111.12175,1.0,1.0,0.0,1.0,0.0
0.0,55.494537,0.0,0.0,110.46448,1.0,1.0,0.0,1.0,0.0
0.0,40.342537,0.0,0.0,7.1811805,1.0,1.0,0.0,0.0,0.0
0.0,40.0,0.0,0.0,7.7612896,1.0,0.0,0.0,0.0,0.0
0.0,39.354046,0.0,0.0,7.866668,1.0,0.0,0.0,0.0,0.0
0.0,40.0,0.0,0.0,7.502968,1.0,0.0,0.0,0.0,0.0
0.0,40.0,0.0,0.0,7.828907,1.0,1.0,0.0,0.0,0.0
